"transaction_description","category","country","currency"
"Gift #4905","Charity & Donations","USA","USD"
"United #9750","Transportation","AUSTRALIA","AUD"
"ASPCA #4475 - CANADA Store Center - Rush Hour","Charity & Donations","CANADA","CAD"
"Notary #8613 - UK - Weekend","Government & Legal","UK","GBP"
"Phone Company Store","Utilities & Services","CANADA","CAD"
"Consulting - UK","Income","UK","GBP"
"Chiropractor","Healthcare & Medical","INDIA","INR"
"Greyhound #4596 Online","Transportation","CANADA","CAD"
"Qdoba Store Online - Holiday","Food & Dining","UK","GBP"
"Congress","Government & Legal","AUSTRALIA","AUD"
"NYU Langone Branch Hospital","Healthcare & Medical","INDIA","INR"
"Noodles & Company - Holiday","Food & Dining","UK","GBP"
"GoFundMe #7426","Charity & Donations","UK","GBP"
"Chipotle #3920","Food & Dining","INDIA","INR"
"Getaround Store - Lunch Time","Transportation","CANADA","CAD"
"Dollar #6026 - Weekend","Transportation","UK","GBP"
"Five Guys (Mobile)","Food & Dining","CANADA","CAD"
"Barneys New York Store - Lunch Time","Shopping & Retail","USA","USD"
"PETA #3869 - Dinner Time","Charity & Donations","AUSTRALIA","AUD"
"Pediatrician Online TXN542092","Healthcare & Medical","INDIA","INR"
"Planet Fitness - Dinner Time","Entertainment & Recreation","USA","USD"
"Gym #3161 - INDIA","Entertainment & Recreation","INDIA","INR"
"Retirement TXN274834","Financial Services","UK","GBP"
"24 Hour Fitness - INDIA","Entertainment & Recreation","INDIA","INR"
"Carl's Jr Store","Food & Dining","AUSTRALIA","AUD"
"Medicare","Government & Legal","AUSTRALIA","AUD"
"Orange Theory","Entertainment & Recreation","INDIA","INR"
"Capital One #1929 (App)","Financial Services","INDIA","INR"
"DirecTV (Contactless)","Utilities & Services","USA","USD"
"Pediatrician #8176","Healthcare & Medical","UK","GBP"
"Animal Shelter","Charity & Donations","CANADA","CAD"
"MBTA","Transportation","UK","GBP"
"Whataburger #5955","Food & Dining","AUSTRALIA","AUD"
"Swimming Pool","Entertainment & Recreation","INDIA","INR"
"ASPCA - Rush Hour","Charity & Donations","CANADA","CAD"
"First National - AUSTRALIA","Financial Services","AUSTRALIA","AUD"
"Lowe's - Weekend","Shopping & Retail","CANADA","CAD"
"Swimming Pool #5781 Center - Dinner Time","Entertainment & Recreation","USA","USD"
"Registration Online - Weekday","Government & Legal","AUSTRALIA","AUD"
"CenturyLink Store Branch Center","Utilities & Services","CANADA","CAD"
"FBI #1996 - CANADA","Government & Legal","CANADA","CAD"
"Megabus #9518","Transportation","INDIA","INR"
"Metro Shopping Center","Transportation","AUSTRALIA","AUD"
"Crunch Fitness - AUSTRALIA","Entertainment & Recreation","AUSTRALIA","AUD"
"Unemployment - Weekday","Income","CANADA","CAD"
"Reimbursement (Wire)","Income","USA","USD"
"Turo","Transportation","AUSTRALIA","AUD"
"Costco","Shopping & Retail","AUSTRALIA","AUD"
"Church Store Online","Charity & Donations","INDIA","INR"
"Kroger Pharmacy Online Branch","Healthcare & Medical","USA","USD"
"Five Guys Store TXN750499","Food & Dining","USA","USD"
"Water Park #3580","Entertainment & Recreation","INDIA","INR"
"Social Security","Income","AUSTRALIA","AUD"
"Wage - AUSTRALIA","Income","AUSTRALIA","AUD"
"Online Bank Airport","Financial Services","INDIA","INR"
"Freelance - AUSTRALIA","Income","AUSTRALIA","AUD"
"Xfinity Online","Utilities & Services","UK","GBP"
"NGO - USA Mall","Charity & Donations","USA","USD"
"Lab #4288 Online","Healthcare & Medical","UK","GBP"
"Registration (Mobile)","Government & Legal","AUSTRALIA","AUD"
"Oxfam TXN892445","Charity & Donations","INDIA","INR"
"Charter #5202","Utilities & Services","CANADA","CAD"
"Freelance Branch","Income","INDIA","INR"
"Jimmy John's #9493","Food & Dining","INDIA","INR"
"Court #1468","Government & Legal","USA","USD"
"Anytime Fitness #3663 Store Online - Dinner Time","Entertainment & Recreation","UK","GBP"
"Frontier Online TXN523319","Utilities & Services","INDIA","INR"
"Broadband - Evening","Utilities & Services","CANADA","CAD"
"X-Ray","Healthcare & Medical","INDIA","INR"
"Amazon - USA Hospital","Shopping & Retail","USA","USD"
"White Castle Store Branch","Food & Dining","AUSTRALIA","AUD"
"Disney+ Store","Entertainment & Recreation","INDIA","INR"
"Chipotle #5753 TXN672655","Food & Dining","UK","GBP"
"Freelance","Income","AUSTRALIA","AUD"
"Cable Internet #2193 - Evening","Utilities & Services","USA","USD"
"Retirement #8382 (Card)","Financial Services","INDIA","INR"
"Pilates","Entertainment & Recreation","UK","GBP"
"ASPCA TXN552637","Charity & Donations","UK","GBP"
"Lyft Hospital","Transportation","CANADA","CAD"
"Target - UK","Food & Dining","UK","GBP"
"In-N-Out #3729 TXN108788","Food & Dining","CANADA","CAD"
"Cable Company TXN704892","Utilities & Services","USA","USD"
"Contract Work","Income","CANADA","CAD"
"Apple Store #4945","Shopping & Retail","INDIA","INR"
"Theme Park Online Mall","Entertainment & Recreation","USA","USD"
"Macy's","Shopping & Retail","INDIA","INR"
"Community Bank","Financial Services","USA","USD"
"Freelance","Income","INDIA","INR"
"Mobile Branch (ACH)","Utilities & Services","INDIA","INR"
"NYU Langone","Healthcare & Medical","USA","USD"
"Loan","Financial Services","CANADA","CAD"
"Quiznos #8577 TXN154148","Food & Dining","CANADA","CAD"
"Noodles & Company - USA Branch","Food & Dining","USA","USD"
"Subway Store","Food & Dining","AUSTRALIA","AUD"
"Fiber","Utilities & Services","UK","GBP"
"Freelance","Income","CANADA","CAD"
"Cable Company Center","Utilities & Services","CANADA","CAD"
"Specialist Branch","Healthcare & Medical","CANADA","CAD"
"Spotify #6112","Entertainment & Recreation","INDIA","INR"
"KeyBank","Financial Services","USA","USD"
"Reimbursement","Income","CANADA","CAD"
"Occupational Therapy","Healthcare & Medical","INDIA","INR"
"BoltBus Branch","Transportation","CANADA","CAD"
"Parking Branch","Transportation","CANADA","CAD"
"Blimpie - INDIA Downtown","Food & Dining","INDIA","INR"
"Clinic","Healthcare & Medical","AUSTRALIA","AUD"
"Clinic #3281 Store","Healthcare & Medical","INDIA","INR"
"Starbucks - CANADA Online - Lunch Time","Food & Dining","CANADA","CAD"
"Church Store","Charity & Donations","INDIA","INR"
"FBI Branch Downtown","Government & Legal","INDIA","INR"
"Starbucks","Food & Dining","CANADA","CAD"
"Panera Bread Store","Food & Dining","AUSTRALIA","AUD"
"Potbelly Online - Lunch Time","Food & Dining","AUSTRALIA","AUD"
"Income","Income","UK","GBP"
"Clinic","Healthcare & Medical","INDIA","INR"
"Investment Bank - UK Branch","Financial Services","UK","GBP"
"Medicare","Government & Legal","AUSTRALIA","AUD"
"Visa #9675","Government & Legal","AUSTRALIA","AUD"
"NGO #1691 Store","Charity & Donations","AUSTRALIA","AUD"
"Insurance #8053 TXN406539","Financial Services","UK","GBP"
"Community Center Store Online","Charity & Donations","USA","USD"
"Children's Hospital #8675 Store Branch","Healthcare & Medical","CANADA","CAD"
"Direct Deposit Center","Income","UK","GBP"
"Phone Company","Utilities & Services","CANADA","CAD"
"Charter #7193 - CANADA Hospital","Utilities & Services","CANADA","CAD"
"Customs","Government & Legal","USA","USD"
"Turo #6493","Transportation","USA","USD"
"Cold Stone Creamery Branch (Bank Transfer)","Food & Dining","USA","USD"
"Greenpeace TXN976221","Charity & Donations","USA","USD"
"Humane Society","Charity & Donations","CANADA","CAD"
"Regions Bank - Afternoon","Financial Services","UK","GBP"
"Temple Store","Charity & Donations","AUSTRALIA","AUD"
"Dental","Healthcare & Medical","CANADA","CAD"
"Cardiologist Hospital","Healthcare & Medical","AUSTRALIA","AUD"
"License #2475 Store Strip Mall","Government & Legal","AUSTRALIA","AUD"
"Optimum - USA Store","Utilities & Services","USA","USD"
"Salary #6323 Center TXN204997","Income","CANADA","CAD"
"Marshalls #3832 Branch","Shopping & Retail","CANADA","CAD"
"Greyhound #9316","Transportation","INDIA","INR"
"Cinema #6628","Entertainment & Recreation","UK","GBP"
"Cane's","Food & Dining","UK","GBP"
"In-N-Out","Food & Dining","USA","USD"
"CVS Store","Healthcare & Medical","AUSTRALIA","AUD"
"Bloomingdale's","Shopping & Retail","UK","GBP"
"Urgent Care","Healthcare & Medical","INDIA","INR"
"CenturyLink Store Branch","Utilities & Services","AUSTRALIA","AUD"
"County Clerk #8679 Branch Hospital","Government & Legal","USA","USD"
"Mediacom Branch TXN225779","Utilities & Services","CANADA","CAD"
"Dairy Queen Store Station","Food & Dining","AUSTRALIA","AUD"
"Rite Aid #3985 Store TXN923503","Healthcare & Medical","USA","USD"
"WOW #1404 Branch Station","Utilities & Services","USA","USD"
"Hardee's","Food & Dining","CANADA","CAD"
"Carnival Downtown","Entertainment & Recreation","CANADA","CAD"
"Lowe's #3628","Shopping & Retail","UK","GBP"
"Mayo Clinic #8365","Healthcare & Medical","UK","GBP"
"Saks Off 5th #7323 - AUSTRALIA","Shopping & Retail","AUSTRALIA","AUD"
"Government #8165 - USA","Government & Legal","USA","USD"
"Belk","Shopping & Retail","CANADA","CAD"
"Cedars-Sinai #6342 (Cash)","Healthcare & Medical","USA","USD"
"Salary Branch - Morning","Income","UK","GBP"
"Disability #8198 Center","Income","AUSTRALIA","AUD"
"Crunch Fitness #4522 - AUSTRALIA Online - Night","Entertainment & Recreation","AUSTRALIA","AUD"
"Olive Garden - Weekend","Food & Dining","INDIA","INR"
"BB&T - AUSTRALIA Online (Cash)","Financial Services","AUSTRALIA","AUD"
"Unemployment - AUSTRALIA Online","Income","AUSTRALIA","AUD"
"Avis #8154 Online","Transportation","AUSTRALIA","AUD"
"Gig Work Shopping Center","Income","USA","USD"
"Vacation Pay - Afternoon","Income","CANADA","CAD"
"Ski Resort #7374 Online","Entertainment & Recreation","USA","USD"
"Temple - USA","Charity & Donations","USA","USD"
"T-Mobile #7226 - AUSTRALIA Online Center","Utilities & Services","AUSTRALIA","AUD"
"Oxfam - Weekday","Charity & Donations","CANADA","CAD"
"Trader Joe's","Food & Dining","INDIA","INR"
"Congress","Government & Legal","CANADA","CAD"
"Windstream - UK","Utilities & Services","UK","GBP"
"Ulta - Weekday","Shopping & Retail","AUSTRALIA","AUD"
"Von Maur Campus","Shopping & Retail","USA","USD"
"UNICEF TXN324368","Charity & Donations","USA","USD"
"Nordstrom Rack #3500 (Contactless)","Shopping & Retail","AUSTRALIA","AUD"
"BART Online - Lunch Time","Transportation","CANADA","CAD"
"WiFi","Utilities & Services","USA","USD"
"Dairy Queen - INDIA Station","Food & Dining","INDIA","INR"
"Google Fiber","Utilities & Services","UK","GBP"
"Cable One - AUSTRALIA - Holiday","Utilities & Services","AUSTRALIA","AUD"
"Surgery","Healthcare & Medical","CANADA","CAD"
"Spectrum #9201","Utilities & Services","USA","USD"
"Dunkin' Donuts","Food & Dining","AUSTRALIA","AUD"
"Theater #1480","Entertainment & Recreation","UK","GBP"
"Cinemark","Entertainment & Recreation","INDIA","INR"
"Goodwill","Charity & Donations","INDIA","INR"
"Urgent Care #5062 - CANADA TXN228970","Healthcare & Medical","CANADA","CAD"
"Pediatrician - AUSTRALIA","Healthcare & Medical","AUSTRALIA","AUD"
"White Castle - CANADA Store - Dinner Time","Food & Dining","CANADA","CAD"
"Metro Store Online (ACH)","Transportation","AUSTRALIA","AUD"
"Pharmacy #9983 - Lunch Time","Healthcare & Medical","USA","USD"
"Verizon","Utilities & Services","CANADA","CAD"
"Salary #5328","Income","CANADA","CAD"
"Highway Patrol - Morning","Government & Legal","AUSTRALIA","AUD"
"Visa (Contactless)","Government & Legal","INDIA","INR"
"Donation","Charity & Donations","UK","GBP"
"Consolidated Communications #9417","Utilities & Services","UK","GBP"
"Side Hustle - UK","Income","UK","GBP"
"Pediatrician Airport","Healthcare & Medical","AUSTRALIA","AUD"
"SEPTA #9420","Transportation","UK","GBP"
"Wells Fargo","Financial Services","INDIA","INR"
"Cold Stone Creamery #1527","Food & Dining","INDIA","INR"
"Dairy Queen #8168 - INDIA Store","Food & Dining","INDIA","INR"
"Swimming Pool #4574 TXN289545","Entertainment & Recreation","AUSTRALIA","AUD"
"Car2Go Store","Transportation","INDIA","INR"
"Uniqlo - Morning","Shopping & Retail","INDIA","INR"
"Credit Union Store (Wire)","Financial Services","UK","GBP"
"McDonald's","Food & Dining","AUSTRALIA","AUD"
"National Center - Holiday","Transportation","UK","GBP"
"Potbelly #7860 - Morning","Food & Dining","INDIA","INR"
"UNICEF #9543 - INDIA","Charity & Donations","INDIA","INR"
"Staples #8600","Shopping & Retail","CANADA","CAD"
"Cable One","Utilities & Services","CANADA","CAD"
"Bus #8675 (Online)","Transportation","AUSTRALIA","AUD"
"Burlington Branch","Shopping & Retail","USA","USD"
"Salary - AUSTRALIA Store","Income","AUSTRALIA","AUD"
"Pizza Hut #4022 - UK - Afternoon","Food & Dining","UK","GBP"
"Permit Online","Government & Legal","INDIA","INR"
"Consolidated Communications","Utilities & Services","CANADA","CAD"
"Lord & Taylor","Shopping & Retail","INDIA","INR"
"Thrifty","Transportation","CANADA","CAD"
"Service #4200","Government & Legal","CANADA","CAD"
"Home Depot (Bank Transfer)","Shopping & Retail","AUSTRALIA","AUD"
"Safeway Pharmacy #6751","Healthcare & Medical","INDIA","INR"
"National #9607","Transportation","UK","GBP"
"KeyBank Branch Center","Financial Services","USA","USD"
"Church #6235 Residential","Charity & Donations","INDIA","INR"
"Citibank TXN888907","Financial Services","AUSTRALIA","AUD"
"Capital Gains","Income","USA","USD"
"Cleveland Clinic #8532","Healthcare & Medical","AUSTRALIA","AUD"
"Nike - CANADA","Shopping & Retail","CANADA","CAD"
"Bus #9777 Strip Mall","Transportation","UK","GBP"
"Orthopedist - USA Store","Healthcare & Medical","USA","USD"
"BB&T - INDIA (Bank Transfer)","Financial Services","INDIA","INR"
"Rally's","Food & Dining","CANADA","CAD"
"Temple #9438 (App)","Charity & Donations","AUSTRALIA","AUD"
"Uber Store - Night","Transportation","USA","USD"
"Credit - USA Store","Income","USA","USD"
"Clinic","Healthcare & Medical","INDIA","INR"
"AT&T - USA - Weekday","Utilities & Services","USA","USD"
"Exxon","Transportation","USA","USD"
"Senate Branch","Government & Legal","INDIA","INR"
"ASPCA - Dinner Time","Charity & Donations","USA","USD"
"Surgery Store","Healthcare & Medical","USA","USD"
"Ski Resort #5317","Entertainment & Recreation","UK","GBP"
"Dividend","Income","INDIA","INR"
"Federal Building #6092 - AUSTRALIA","Government & Legal","AUSTRALIA","AUD"
"Commission","Income","USA","USD"
"Walmart Supercenter (Contactless)","Food & Dining","UK","GBP"
"Brigham and Women's Store","Healthcare & Medical","USA","USD"
"Convention Center","Entertainment & Recreation","CANADA","CAD"
"Big Lots #3198 Shopping Center","Shopping & Retail","CANADA","CAD"
"Offering Online Strip Mall","Charity & Donations","USA","USD"
"Fire Department #8779 Online","Government & Legal","INDIA","INR"
"Bojangles Store Business District","Food & Dining","UK","GBP"
"Water Company","Utilities & Services","INDIA","INR"
"FedEx Office","Shopping & Retail","AUSTRALIA","AUD"
"BMO Harris","Financial Services","USA","USD"
"MARTA #9451","Transportation","INDIA","INR"
"Citibank #3694","Financial Services","CANADA","CAD"
"Mass General Online","Healthcare & Medical","INDIA","INR"
"Fiber","Utilities & Services","USA","USD"
"FBI Store Hospital","Government & Legal","USA","USD"
"Mediacom","Utilities & Services","USA","USD"
"Commission Online","Income","INDIA","INR"
"Wells Fargo","Financial Services","INDIA","INR"
"Cedars-Sinai","Healthcare & Medical","AUSTRALIA","AUD"
"Saks Fifth Avenue Store","Shopping & Retail","INDIA","INR"
"Loan #6168 Store","Financial Services","AUSTRALIA","AUD"
"Municipal Building Online","Government & Legal","INDIA","INR"
"Lord & Taylor #9676 - INDIA","Shopping & Retail","INDIA","INR"
"Stock #6202","Financial Services","AUSTRALIA","AUD"
"DSL Online","Utilities & Services","UK","GBP"
"Regions Bank #9696 Branch","Financial Services","UK","GBP"
"National Parks #4440 Residential","Charity & Donations","CANADA","CAD"
"Dental Store","Healthcare & Medical","INDIA","INR"
"Train","Transportation","USA","USD"
"Rite Aid Hospital","Healthcare & Medical","INDIA","INR"
"Tennis Court Center","Entertainment & Recreation","USA","USD"
"Car2Go (Wire)","Transportation","USA","USD"
"BoltBus Store","Transportation","INDIA","INR"
"Thrifty Campus","Transportation","CANADA","CAD"
"Avis #2698 Store Downtown","Transportation","USA","USD"
"Wendy's (Bank Transfer)","Food & Dining","CANADA","CAD"
"Neiman Marcus Branch","Shopping & Retail","AUSTRALIA","AUD"
"Government #6770 (App)","Government & Legal","UK","GBP"
"Target #2553 Store","Food & Dining","INDIA","INR"
"Business WiFi Store Branch TXN490037","Utilities & Services","UK","GBP"
"M&T Bank #9218 - AUSTRALIA","Financial Services","AUSTRALIA","AUD"
"Spectrum Shopping Center","Utilities & Services","AUSTRALIA","AUD"
"Walmart Pharmacy Store","Healthcare & Medical","UK","GBP"
"Belk Online","Shopping & Retail","INDIA","INR"
"Mini Golf","Entertainment & Recreation","USA","USD"
"Post Office","Government & Legal","CANADA","CAD"
"Youth Organization Online Center","Charity & Donations","USA","USD"
"Dollar Tree - AUSTRALIA","Shopping & Retail","AUSTRALIA","AUD"
"Gig Work #6530 Online","Income","AUSTRALIA","AUD"
"Barneys New York #6503","Shopping & Retail","UK","GBP"
"Part-time","Income","USA","USD"
"CVS Store (Contactless)","Shopping & Retail","AUSTRALIA","AUD"
"GoFundMe - UK","Charity & Donations","UK","GBP"
"Taxi","Transportation","USA","USD"
"WiFi (Card)","Utilities & Services","CANADA","CAD"
"World Vision Branch","Charity & Donations","AUSTRALIA","AUD"
"Johns Hopkins #4523","Healthcare & Medical","CANADA","CAD"
"Mini Golf","Entertainment & Recreation","CANADA","CAD"
"Brokerage #6186","Financial Services","AUSTRALIA","AUD"
"Eye Care","Healthcare & Medical","INDIA","INR"
"Raising Cane's - AUSTRALIA Store Center TXN236409","Food & Dining","AUSTRALIA","AUD"
"CenturyLink - Dinner Time","Utilities & Services","CANADA","CAD"
"Museum","Entertainment & Recreation","AUSTRALIA","AUD"
"Salary - UK","Income","UK","GBP"
